,Hasil-Stemming,sentiment,sentiment_score
367,Thank God Sowan Sri Sultan Hamengkubuwono is healthy and healthy,postif,0.5
368,support please ganjar bring blessings hope Jogja Indonesia hopefully cooperation will inspire positive change,postif,0.22727272727272727
369,ganjar Pranowo happy people prosperous progress yes continue all Mahfud's great work,postif,0.8
370,Rawa Ganjar Pranowo Prabowo Do you think you will vote for Indonesia stupid Prabowo claims BP Jokowi will vote for Prabowo great Mahfud,postif,5.551115123125783e-17
371,Yogyakarta is a special city nicknamed the teaching city that must be friendly to its citizens,postif,0.3660714285714286
372,support a strong reflection of the spirit of mutual cooperation leading the community to achieve together,postif,0.4333333333333333
373,Thank you for supporting Sri Sultan ganjars collaboration leading the direction of continuous development,postif,0.25
374,Ganjar Pranowo Mahfud MD prosperous path for the Indonesian people,netral,0.0
375,Thank you Sri Sultan thank you for selecting candidate pairs,netral,0.0
376,Terpa presidential candidate's hobby is dancing see the idea of ​​the presidential candidate's solid program ganjar number Pranowo,netral,0.0
377,Utami Raharjo advances Ganjar Gasspoll Ganjar Mahfud,netral,0.0
378,Sri Sultan Hamengku Buwono Elderly King of Yogyakarta Citizens' Advice on Political Conditions,netral,0.0
379,May the ganjar program exist,netral,0.0
380,Utami Raharjo advances to win,postif,0.8
381,WB unscrupulous TNI elements are bastards thoroughly investigate the mastermind behind the gang and are prone to ganjar Pranowo for the presidential election.,negatif,-0.4
382,Ganjar Pranowo Mahfud MD is the key to a strong stable economy,postif,0.21666666666666665
383,Mahfud MD Ganjar Pranowo's commitment to change,netral,0.0
384,ahead of the debate on three points regarding used aircraft,netral,0.0
385,respect appreciation Sri Sultan Jogja's inspiration belongs to a special heart thank you ganjar warm words,postif,0.47857142857142854
386,support the ganjar of a healthy spirit,postif,0.5
387,Jogja is a special city in terms of culture the spirit of mutual cooperation creates a positive atmosphere for progress,postif,0.2922077922077922
388,It's important that the nation puts it wrong and takes it wrong,negatif,-0.19999999999999998
389,Ganjar Pranowo Mahfud MD please lead fairly with Pinjol Mahfud's hand,postif,0.7
390,WB TNI Polri Behhh it's a loss and investigate like Sumenep usuuutttt ben kapooookkk,netral,0.0
391,Sri Sultan Inspiration leads the dedication of a role model to build a harmonious inclusive community,netral,0.0
392,Sri Sultan's exemplary leadership deserves appreciation for special Jogja as a result of dedicated vision,postif,0.35714285714285715
393,Ganjar Pranowo Mahfud MD figures to appreciate Mahfud's steps after borrowing,netral,0.0
394,Sri Sultan is an inspirational figure who is passionate about leading contributions to advance Jogja,postif,0.225
395,Ganjar Pranowo was able to establish people's connections as a result of Mahfud's great sincere character,postif,0.6
396,Ganjar Pranowo Mahfud MD installed hope that the pioneers will change the positive hand of Pinjol Mahfud,postif,0.22727272727272727
397,Thank you Ganjar Pranowo willing to listen to the community's complaints thank you directly Boyolali residents are willing to accept Ganjar Pranowo enthusiastically.,postif,0.19999999999999998
398,ganjaring Pranowo like this is a ganjar for managing the creativity of the great nation's children Mahfud,postif,0.8
399,skip anti bull hahaha,postif,0.2
400,ganjar Mahfud with a scholarship for the children of soldiers to study as teachers,netral,0.0
401,The spirit of ganjar always supports winning candidate number,postif,0.5
402,ganjar hope that the free education program will help people feel the benefits,postif,0.4
403,utami raharjo lord lort lord hahaha,postif,0.2
404,beautiful spirit of ganjar,postif,0.85
405,special Jogja denies the inspirational leadership of Sri Sultan Jogja the city of remembrance,postif,0.4285714285714286
406,education deserves to be enjoyed by people hopefully the free education program will ganjar beneficial results,postif,0.45
407,Ganjar Pranowo Mahfud MD May you be enthusiastic about maintaining the digital economy by leading example,postif,0.3
408,Sukabumi,netral,0.0
409,Jogja city is a special city,postif,0.35714285714285715
410,Full support ganjar Mahfud and go forward to win,postif,0.575
411,ganjar pranowo is crazy cool salute the young people of the great nation mahfud,postif,0.1625
412,Kikidaliyo Ganjar Pranowo is suitable for Indonesia Ganjar Pranowo is proof of the great value of Pancasila Mahfud,postif,0.675
413,Bellamy checks TNI's sales spreads fake news buzers are wrong the candidate is aware that he is damaged he falls in support,negatif,-0.25
414,Bungherwin ganjars Pranowo Jokowi for the struggle to be good Mahfud is great,postif,0.75
415,very cool ganjar pranowo mahfud md encourage economic growth,postif,0.3275
416,metaverse chief ira is deceased hihihi facebook failed miserably zuckerberg's dream was dashed like that,negatif,-0.75
417,Indonesia ganjars advanced Indonesian sat set,postif,0.4
418,People with decent education rights hope the free education program will ganjar them with benefits,postif,0.2833333333333333
419,I hope to have a close relationship between the regions,netral,0.0
420,Please be brief bro,netral,0.0
421,I'm sure Ganjar Mahfud will win,postif,0.65
422,Ganjar Pranowo is an inspiration for poor families to succeed,negatif,-0.4
423,Undergraduate poor family program is real proof of Mahfud's commitment to inclusive education hopefully this initiative will be successful in bringing positive change,postif,0.19431818181818183
424,thank you the community welcomes ganjar,netral,0.0
425,Come on support the progress of Mahfud Indonesia,netral,0.0
426,Thank God I really enjoy ganjaring people's evidence,postif,0.4
427,It's really a blessing to try to create opportunities for average students hopefully the program will have a positive impact as an inspiration for the steps,postif,0.09242424242424242
428,Which honest person accepts Ganjar Mahfud's support,postif,0.6
429,Prone to install presidential vice presidential candidate Ganjar Pranowomahfud MD alleged victim of abuse by military personnel Boyolali Regency Java,negatif,-0.09166666666666667
430,Even Jogja people are happy people are even excited it's strange sir,postif,0.375
431,It was Gangar Bela's turn that Gibran's turn was wrong yesterday,negatif,-0.5
432,Enter the magic card directly direct connection integration payment tool for bandages the thief knows immediately,postif,0.3
433,Thank God I believe that Sri Sultan is a good person and cannot accept just anyone except the people's hearts,postif,0.7
434,Ganjar Pranowo Mahfud MD steps to hope for complex digital economic problems,negatif,-0.033333333333333326
435,wow ganjar welcomes Sri Sultan,postif,0.1
436,Simple ganjar for staying at a resident's house he stays at a hotel chooses to stay at a resident's house success is ganjared,postif,0.15
437,It's true that the people of Jogja are not that heavy,postif,0.07499999999999998
438,I hope you can make a DIY sign of support for the candidate pair,netral,0.0
439,Bachelor's program for poor families real steps to create fair access to education and ganjar success,postif,0.19999999999999998
440,sorry sir kids enjoy playing on social media,negatif,-0.022222222222222216
441,Meetings ganjar enthusiasm,netral,0.0
442,Special Jogja Sri Sultan Special supports special ganjars,postif,0.35714285714285715
443,Bismillah ganjar inspiration,netral,0.0
444,like this it's cool to support the wrong pass it's not bad the pass is good the pass is appreciated cool doc,postif,0.2416666666666666
445,People are really ganjared Masha Allah stay humble,netral,0.0
446,Good wishes for the success of the undergraduate poor family program may the younger generation help achieve the program's dreams,postif,0.15
447,Indonesia's form of progress ganjars Mahfud come on,netral,0.0
448,need a leader like ganjar pranowo mahfud md commitment to economic growth,postif,0.2
449,Undergraduate poor family program milestones for social change educational power ganjar success,postif,0.04583333333333332
450,Ganjar Pranowo is a role model for young Indonesians,postif,0.1
451,Bellamy supports Jokowi's stupid mistake. Hadehh you are such a stupid human being,negatif,-0.39999999999999997
452,support the commitment to ganjar people's prosperity,netral,0.0
453,Islahbahrawi Teddgus Ganjar Pranowo narrative wake up ganjar continue true Jokowi please pull Jokowi in Mahfud's great navel,postif,0.575
454,Utami Raharjo remains enthusiastic about Ganjar,postif,0.6
455,May the family program be prosperous,netral,0.0
456,rain of enthusiastic people,postif,0.6
457,WB TNI Polri,netral,0.0
458,ganjar Mahfud to educate advanced Indonesia,postif,0.4
459,Ganjar Pranowo Mahfud MD hopes that synergy in creating regulations will support the development of a healthy digital economy,postif,0.25
460,welcome the residents of Boyolali,postif,0.8
461,ganjar pranowo leads the nation,netral,0.0
462,salute the community benefit ganjar program,netral,0.0
463,Mahfud's ganjar program is very important for the wider community,postif,0.52
464,students hope for family level economics,netral,0.0
465,ganjar Pranowo the great Mahfud,postif,0.8
466,ganjar Mahfud as a good candidate,postif,0.7
467,I'm afraid I'm an illegitimate child because I'm free to eat,negatif,-0.09999999999999998
468,Hopefully the undergraduate poor family program is a solution for equal access to Indonesian education thank you for your dedication,negatif,-0.2
469,fix I support ganjar Pimpin really come on,postif,0.2
470,Hopefully the results of the meeting will agree to support Mahfud's ganjar,netral,0.0
